keyword,latitude,longitude,description
Tools,17.4581005,74.2864602,web-enabled
Food,14.951315,74.9925832,Cross-platform
Food,13.2329291,72.4291376,focus group
Medicines,14.9504619,74.6541206,success
Medicines,17.5486071,76.8163819,local
Water,14.0219879,75.9261329,Secured
Clothing,15.3833046,75.3308192,Ergonomic
Food,13.5066691,72.0068446,alliance
Appliances,17.8046237,75.6212528,Organic
Water,18.9243856,74.2884262,architecture
Medicines,16.1927715,75.9935046,content-based
Food,18.4105274,74.4219115,Exclusive
Water,13.0257023,75.5741674,dynamic
Others,14.7494066,74.0130808,Implemented
Clothing,14.9533177,73.0550552,Robust
Home,15.5030527,74.7134328,even-keeled
Others,17.9417372,74.3980352,Team-oriented
Sports,15.8725557,74.4999496,Progressive
Home,13.9699338,73.1862344,foreground
Grocery,14.9464298,76.0128902,methodology
Medicines,14.404514,76.8727327,benchmark
Sports,13.8685476,72.1693408,Versatile
Clothing,18.3873954,76.0595747,Organized
Medicines,17.3638986,73.0651927,data-warehouse
Water,18.6388513,74.6085652,Cloned
Water,14.8518807,76.8470965,foreground
Others,16.5824719,72.9536622,installation
Home,13.2086516,76.7523973,mobile
Music,16.7964503,76.0041334,collaboration
Food,16.8720548,75.5165146,process improvement
Water,14.6857456,76.7918636,artificial intelligence
Medicines,18.1945869,75.3056065,frame
Grocery,13.8967633,76.2211034,database
Clothing,17.2918309,74.5489536,Devolved
Clothing,18.1540645,76.0554097,capability
Food,15.4732346,72.0822474,application
Medicines,18.8118617,73.091306,contextually-based
Water,13.9639259,75.5032108,24/7
Outdoors,14.756280199999999,73.316893,foreground
Water,18.9372577,72.4944591,contextually-based
Medicines,17.4859944,75.6378785,systematic
Food,16.4043068,73.0387903,knowledge base
Food,17.0379931,76.7035823,contextually-based
Clothing,13.7292439,76.4636147,bandwidth-monitored
Food,13.4276216,76.8562194,productivity
Garden,16.1300734,73.1042869,archive
Food,17.6680538,73.4673711,bandwidth-monitored
Food,13.7103793,74.6011558,multimedia
Home,15.932158,76.3991334,upward-trending
Home,16.1368399,72.0624601,real-time
Clothing,17.5398924,73.4015807,composite
Garden,17.8875998,73.4053524,moderator
Appliances,18.8404837,73.8762251,Robust
Medicines,17.5505702,75.872466,Reverse-engineered
Others,13.3288611,74.6757087,attitude
Medicines,16.2986259,75.2099878,Synergistic
Garden,16.0393499,76.0475118,optimal
Clothing,17.6962065,76.4809624,flexibility
Medicines,17.9744154,72.3671568,interactive
Medicines,15.8549511,76.0261863,local area network
Water,16.375175,74.8536254,Versatile
Clothing,14.4241953,74.3904567,homogeneous
Home,17.9881555,75.6082605,Open-source
Water,18.3880035,72.2017611,well-modulated
Water,14.8257313,73.4900837,archive
Appliances,13.5200962,76.9815282,modular
Tools,13.8023072,75.1004191,time-frame
Medicines,15.7007698,75.0290312,database
Clothing,14.813712,76.6634496,Profit-focused
Appliances,14.5535549,74.8361623,full-range
Water,16.0142919,74.0090204,solution
Food,16.846536,72.2166733,human-resource
Food,16.1964214,75.4815188,Implemented
Water,17.1778895,74.4620736,Proactive
Clothing,18.8054173,73.8530727,customer loyalty
Water,14.0663867,74.0903651,Synchronised
Food,18.490515,72.3529843,exuding
Music,14.4902691,72.1888688,user-facing
Garden,17.5812667,74.0086016,tangible
Home,13.4345645,76.7017021,Fully-configurable
Music,15.1196543,73.1583485,global
Tools,17.4307142,73.7581841,responsive
Food,18.1100436,76.436488,web-enabled
Food,17.6015177,75.5653905,responsive
Appliances,16.4571738,74.4235213,User-centric
Music,13.7053029,74.6416666,Ergonomic
Clothing,14.1301325,73.2106427,logistical
Tools,15.5625099,75.5896981,Profit-focused
Medicines,18.6513413,76.4155567,orchestration
Grocery,17.1377392,73.9630035,object-oriented
Others,18.8740952,76.6486815,regional
Food,14.7046945,74.1681657,process improvement
Others,17.0799466,72.0516272,task-force
Food,13.9746668,72.2915557,Re-contextualized
Food,16.3388393,72.9830797,Universal
Appliances,15.8384746,72.5892531,projection
Clothing,17.2804871,75.4348029,adapter
Clothing,18.2151808,73.8609861,application
Appliances,18.5093141,74.0616677,frame
Food,14.6121389,73.7759959,transitional
Clothing,18.707884,72.83394,Graphical User Interface
Medicines,18.7815502,74.1118914,info-mediaries
Music,18.3956212,74.1861636,24/7
Music,17.309062,74.9472023,logistical
Water,14.3930736,72.8269292,Switchable
Music,14.0685287,72.1381484,secondary
Medicines,14.469348,76.3595666,process improvement
Others,13.0706597,75.0993836,high-level
Water,16.8843282,76.3173382,local area network
Medicines,17.0222417,75.8726201,Ameliorated
Medicines,15.1653759,75.9332249,moderator
Food,14.758704999999999,74.211278,parallelism
Garden,17.4547554,74.2083746,Multi-layered
Food,15.5160647,73.5718786,Innovative
Garden,14.7383391,76.4064057,capability
Tools,14.0247265,72.2710939,mission-critical
Medicines,14.6272725,76.5072195,Re-engineered
Outdoors,18.2176562,73.2981737,systemic
Food,14.3599919,72.0861346,contingency
Tools,15.495509,74.4974923,migration
Food,15.0695277,72.6105246,Team-oriented
Water,18.6435936,72.6642792,stable
Clothing,14.4792654,75.2081726,Innovative
Water,13.6188879,76.5388575,Up-sized
Food,14.0823583,73.225258,Organized
Music,14.4583126,72.2543484,Team-oriented
Water,16.0283399,73.4503787,human-resource
Tools,18.6914512,73.7127897,workforce
Tools,17.3638447,72.3920421,workforce
Clothing,15.0644227,75.0130163,asymmetric
Garden,18.7114025,73.8633676,multimedia
Tools,14.2237372,73.8624826,heuristic
Tools,16.2030281,75.5071226,Open-architected
Medicines,17.185278,76.0512318,matrices
Food,13.0832378,73.6459834,24/7
Outdoors,13.9045285,72.5870588,Distributed
Medicines,13.640452,75.6638113,Reactive
Clothing,17.4850445,74.7547108,success
Music,15.281545,74.3636661,Cross-platform
Medicines,17.2199598,75.4568697,conglomeration
Outdoors,13.961405,76.9238412,needs-based
Clothing,15.6437469,72.6834849,initiative
Food,17.4562331,73.3007024,hybrid
Grocery,18.8984743,76.8976032,even-keeled
Medicines,14.6217202,74.7067761,human-resource
Home,17.0283562,72.1213396,Persistent
Clothing,14.4141116,73.4343106,Organized
Clothing,16.0515184,73.3724848,structure
Food,17.170988,72.0226601,zero administration
Water,16.0170176,72.1313508,Function-based
Medicines,16.6393283,72.0051309,Intuitive
Appliances,15.982306,73.748446,knowledge user
Medicines,18.0727108,73.8454327,encompassing
Food,15.2205143,74.8700649,methodology
Medicines,16.9168698,72.8802894,challenge
Others,15.0593146,73.9689986,frame
Food,17.2452012,75.8248798,monitoring
Garden,16.2854816,73.5257825,5th generation
Home,13.0783065,72.0165462,toolset
Food,16.8295652,73.0783964,Reactive
Medicines,18.450955,74.3505457,core
Music,13.5865689,73.4769418,Managed
Clothing,16.5903767,72.6301907,Front-line
Grocery,17.1718728,74.4281226,system engine
Home,17.8876841,76.1107416,Expanded
Grocery,14.2030813,74.9406559,mission-critical
Food,15.7740645,75.4656866,Future-proofed
Garden,16.957616,76.5731011,empowering
Home,17.7184069,76.5259419,homogeneous
Clothing,14.8684214,75.5787633,info-mediaries
Medicines,16.8327803,74.7914043,analyzer
Medicines,17.882776,76.656068,reciprocal
Tools,16.8710739,74.7649608,national
Water,18.7778934,73.7321909,Pre-emptive
Appliances,15.8841903,74.7068343,forecast
Clothing,18.1520891,73.8024539,clear-thinking
Clothing,16.6572423,72.6596266,full-range
Home,15.1243855,75.0816522,website
Food,17.2833364,72.4820073,upward-trending
Medicines,16.3952051,74.8076621,coherent
Food,17.5540429,76.3257224,success
Food,14.2605893,75.9728556,Customizable
Tools,13.1678687,75.8775771,3rd generation
Food,15.7778003,74.3525001,open architecture
Appliances,15.9279239,73.4895817,uniform
Clothing,13.98512,73.8200857,Automated
Garden,14.8481314,72.2698063,Networked
Appliances,15.0769608,75.4932937,process improvement
Water,13.2792165,74.932034,bi-directional
Water,18.8373593,72.3491569,client-driven
Clothing,17.5679902,72.1091571,tangible
Food,16.8257868,73.2703461,Multi-layered
Tools,14.4715686,74.3699944,Realigned
Water,13.0827844,73.9491161,implementation
Medicines,18.9216966,73.4087437,circuit
Food,18.837881,75.2309899,De-engineered
Food,14.8932597,72.2707408,capacity
Appliances,16.8647682,76.6238233,infrastructure
Water,14.8410531,76.395284,content-based
Clothing,14.573663400000001,75.3860675,application
Clothing,18.2896149,76.3847131,definition
Clothing,16.5527699,75.9362653,static
Sports,15.0507004,76.6112682,conglomeration
Food,17.8854412,76.4712659,interface
Tools,17.4336464,76.8618341,Distributed
Medicines,18.3278828,72.8979803,Focused
Medicines,15.6675428,74.6724024,Compatible
Sports,18.902054,72.4687,capacity
Medicines,16.8242392,72.9818067,fresh-thinking
Food,17.3688674,74.7967255,bottom-line
Medicines,13.2095162,74.1033875,Right-sized
Food,16.9664849,76.9675226,Upgradable
Clothing,17.4021558,73.2675138,Down-sized
Food,17.2978613,72.2467692,Function-based
Appliances,13.5842773,74.8670892,modular
Clothing,14.2969076,76.8853187,optimizing
Food,18.3832718,74.4824383,Synergistic
Food,16.8253416,72.3099964,Exclusive
Grocery,13.9814205,72.4236772,groupware
Medicines,13.6577424,75.2068113,Adaptive
Food,14.2402616,72.230466,Automated
Water,14.1990142,75.1554377,standardization
Food,17.4057646,75.188693,asynchronous
Others,15.8695767,74.8125052,zero administration
Water,13.7807153,73.2531232,Customizable
Medicines,16.7690198,74.6875136,project
Appliances,14.7131349,73.2227965,bifurcated
Grocery,13.6137888,72.423131,groupware
Music,14.5175695,73.8365393,Phased
Food,15.7748864,73.8193967,directional
Medicines,14.9341258,76.7748857,knowledge user
Home,13.8423991,74.3775467,Multi-channelled
Appliances,18.9756694,74.4101419,portal
Music,16.323624,76.0532345,bottom-line
Garden,13.5592433,72.6419997,high-level
Outdoors,18.8968911,75.773327,heuristic
Clothing,16.7533764,73.9175651,Multi-layered
Medicines,18.1893336,72.0954647,flexibility
Grocery,16.164434,76.7107809,attitude
Food,18.482127,73.7952305,disintermediate
Clothing,18.7279526,75.8655112,data-warehouse
Medicines,13.7447484,76.0475715,Graphic Interface
Appliances,13.8284123,75.0208251,pricing structure
Clothing,16.5607015,73.0969051,Robust
Medicines,13.9540892,74.464705,Reactive
Appliances,18.7936923,74.0197336,help-desk
Appliances,14.7921699,72.2735815,focus group
Music,16.659365,74.6089552,ability
Clothing,14.8652909,75.1304447,discrete
Tools,18.4706996,73.2073488,secondary
Others,13.2108165,73.1254549,bottom-line
Clothing,17.5216421,73.510049,Managed
Medicines,17.9411734,75.2241775,intermediate
Appliances,15.9411529,76.3899264,transitional
Appliances,14.2878437,75.0087765,background
Water,15.1785638,75.033628,internet solution
Tools,14.7784509,73.664986,throughput
Others,16.1369081,74.039495,Re-contextualized
Grocery,18.2709096,74.3775583,well-modulated
Outdoors,14.5616322,74.9572187,Assimilated
Medicines,13.2597903,72.9179941,optimizing
Home,16.1081756,75.0541109,Down-sized
Outdoors,18.2836529,75.31358,functionalities
Clothing,18.6598101,72.3145874,multimedia
Food,15.48496,72.0945849,project
Food,17.7294345,72.0115834,Digitized
Clothing,13.747145100000001,73.8264985,coherent
Food,17.9231671,72.080175,Robust
Appliances,17.2997267,74.0686892,De-engineered
Clothing,13.1432202,75.1673216,synergy
Water,16.9832243,73.4816709,hierarchy
Tools,16.7933954,76.3721598,Inverse
Medicines,15.8130939,74.1814797,Distributed
Clothing,13.1100504,75.1213864,core
Food,14.279769,76.4518389,zero administration
Outdoors,14.9888818,76.8463787,Object-based
Sports,17.2471498,76.1938152,Implemented
Sports,15.7898915,76.5979403,superstructure
Outdoors,16.6944807,76.0522196,extranet
Home,14.9953348,75.5518829,algorithm
Clothing,16.9101185,74.9711069,Ergonomic
Music,17.8660763,74.9354498,foreground
Food,14.7806015,75.5604399,Upgradable
Water,16.8473965,75.5029995,optimizing
Grocery,18.8794019,72.4579828,pricing structure
Grocery,16.1061475,72.1033928,Enhanced
Medicines,16.5409495,75.0048465,Automated
Garden,17.3266171,72.3285512,directional
Food,14.2243101,76.9883145,software
Clothing,17.1310877,74.6269977,encryption
Food,16.9917097,73.4159795,system-worthy
Outdoors,14.3480909,73.6073645,interface
Medicines,16.4668297,74.2497643,Object-based
Home,13.6625327,73.9582984,leading edge
Outdoors,16.1854672,75.2693893,success
Others,13.7978103,75.3775247,Quality-focused
Grocery,15.9867679,73.1898809,User-centric
Appliances,13.5562538,75.171345,Compatible
Appliances,16.3248791,74.136289,Profound
Medicines,14.1978349,72.7987817,didactic
Garden,15.6125375,76.309295,framework
Grocery,15.767149,74.9411388,extranet
Sports,18.7995462,73.5088557,modular
Sports,13.2223474,73.4039517,strategy
Clothing,18.3079631,74.3030552,implementation
Water,17.3209524,76.0929839,Up-sized
Home,17.9601654,76.6364015,systematic
Music,13.077987,74.2611452,attitude-oriented
Home,18.6944135,72.5931924,Customer-focused
Garden,14.9017063,74.7903511,task-force
Water,14.3070554,75.9868395,tertiary
Clothing,15.6403942,72.0737398,info-mediaries
Grocery,18.4977961,75.7436826,maximized
Tools,18.9558676,74.5581907,executive
Medicines,16.4832422,75.107324,Synergistic
Appliances,17.588587,76.3999687,global
Clothing,17.194136,75.7289416,adapter
Outdoors,18.2031363,76.1312933,service-desk
Music,15.090149,72.4949147,multi-state
Clothing,13.856329,74.1589569,leading edge
Appliances,13.970727,76.9040015,contingency
Clothing,17.7580577,72.043847,value-added
Clothing,18.3164736,75.4979777,adapter
Food,17.2904242,72.3623877,open system
Food,16.3379884,73.8619824,multi-state
Music,18.0165982,74.9159787,multi-state
Tools,18.1194209,76.5882947,Organic
Appliances,15.6886692,75.4825177,Graphic Interface
Medicines,16.6381557,72.5324837,initiative
Clothing,14.7547146,72.763662,Automated
Clothing,17.3751859,74.495442,responsive
Appliances,14.1711406,72.9815712,Centralized
Medicines,16.279862,72.4689513,artificial intelligence
Sports,18.7969808,75.4078421,Reverse-engineered
Appliances,15.2415415,74.361449,hardware
Music,17.9538195,74.6277543,full-range
Food,16.5636478,76.5670186,fresh-thinking
Garden,14.411598,74.6355895,eco-centric
Tools,18.2487477,75.2060933,Customizable
Food,14.9725673,75.4917121,non-volatile
Water,14.977504,72.8966693,hierarchy
Clothing,18.6721009,74.0832242,architecture
Appliances,14.8796864,74.0588408,flexibility
Food,13.0263862,72.4396021,cohesive
Water,16.339027,73.9928875,algorithm
Appliances,17.7021453,75.396892,intermediate
Clothing,14.6354674,75.9354445,hybrid
Medicines,13.0185905,76.4477563,analyzer
Clothing,17.5148475,75.2816476,encompassing
Food,13.3688167,76.0127169,Phased
Medicines,13.6431666,73.0381285,Organized
Water,18.7647905,73.7076699,standardization
Medicines,18.9420961,74.8069107,framework
Outdoors,14.298949499999999,74.2615634,Fully-configurable
Grocery,13.6680493,72.4444015,Centralized
Food,14.900155,75.6369341,bottom-line
Appliances,18.8626755,72.2181662,Networked
Clothing,17.5226105,72.3621057,Open-architected
Food,14.8707058,74.1589367,conglomeration
Clothing,16.0975748,76.6935082,challenge
Clothing,15.9105433,75.7908822,Robust
Sports,18.0645978,72.0320816,application
Music,14.5198131,75.753118,circuit
Medicines,15.6965327,76.4405535,systematic
Clothing,13.9729203,72.1096523,national
Water,14.5711795,72.8898958,impactful
Others,14.8263521,74.6663779,Robust
Appliances,14.0961809,76.0333695,fresh-thinking
Water,14.0107481,73.8146327,concept
Clothing,17.5591159,75.5145649,Optional
Appliances,18.0330798,76.614878,architecture
Food,13.0952217,73.8819064,Sharable
Food,15.5306117,73.0389835,Realigned
Clothing,15.914981000000001,73.0347307,explicit
Water,16.1920336,72.9866121,model
Medicines,18.6773895,75.8630698,real-time
Appliances,18.3318042,75.8456917,monitoring
Medicines,14.1422146,73.8451106,web-enabled
Appliances,17.1180582,75.5805548,demand-driven
Clothing,13.2569399,74.1371145,holistic
Tools,14.838462,72.4280589,context-sensitive
Food,18.8522111,74.8449139,homogeneous
Water,14.1358121,73.6754586,knowledge base
Food,14.8982037,76.7416099,website
Medicines,14.8901986,76.7359537,Organized
Garden,16.8158066,76.3861484,global
Outdoors,15.1722252,75.172031,bandwidth-monitored
Medicines,18.447206,74.107279,Persistent
Appliances,13.9847879,76.6149597,migration
Others,17.4871444,72.7011599,De-engineered
Outdoors,16.6348255,75.0989017,utilisation
Medicines,15.2701368,74.2532359,Virtual
Home,15.8924851,74.2052705,analyzer
Appliances,16.27155,76.8579195,Down-sized
Medicines,18.6688807,75.0031692,frame
Medicines,13.4491336,72.4486675,database
Appliances,16.8754191,72.3571872,Streamlined
Grocery,18.0400472,75.0315769,website
Sports,16.1912084,75.7480425,disintermediate
Water,16.2831133,73.6852944,Front-line
Appliances,14.2083055,72.3175527,transitional
Clothing,14.0504231,76.6522251,customer loyalty
Grocery,14.2472982,75.3301011,protocol
Water,14.9443644,75.0772847,Networked
Food,15.7883703,74.1208022,Re-engineered
Music,14.9886911,75.6153958,Customer-focused
Water,13.6787412,76.5506525,contextually-based
Water,13.4936053,76.9941673,capacity
Garden,14.9047915,76.2833618,disintermediate
Outdoors,14.6844353,75.733418,Multi-tiered
Clothing,18.8167411,72.5759232,Automated
Clothing,18.0257462,75.3942289,system-worthy
Others,17.2862234,74.1258405,Exclusive
Others,13.1077247,72.3228614,dedicated
Others,17.284984,75.1172445,neural-net
Others,17.961523,76.7024839,neutral
Food,14.2502466,74.2440957,Polarised
Clothing,13.8326306,73.7208095,local
Tools,16.0120187,76.1320906,standardization
Appliances,15.1595025,72.0130816,Open-source
Others,13.6001162,75.4592609,dynamic
Outdoors,15.3566696,72.6482401,Decentralized
Food,13.5934917,72.4456779,help-desk
Others,15.1528565,76.5877467,systemic
Food,14.6768735,75.1316275,Multi-tiered
Water,13.9635712,75.6445006,circuit
Clothing,17.4173452,74.6305112,Reactive
Appliances,17.5387603,73.6723612,3rd generation
Medicines,13.2323662,72.6374847,radical
Music,15.9690618,73.2282069,Synergized
Grocery,15.3391019,75.5303886,collaboration
Music,18.1243174,75.509527,Exclusive
Medicines,17.8329849,75.1127628,client-driven
Medicines,14.7506449,73.5146096,Intuitive
Home,18.8342627,76.1569299,modular
Appliances,14.1345481,76.0778059,conglomeration
Garden,16.3928127,74.6007446,Adaptive
Medicines,15.397537,74.5117542,knowledge user
Medicines,15.4284356,75.8675582,Multi-tiered
Home,13.6162932,72.4401603,Implemented
Tools,16.8953101,76.5293228,forecast
Music,18.4667653,73.657683,artificial intelligence
Water,16.3539048,73.3217237,bifurcated
Grocery,18.0398704,75.5416552,Universal
Food,15.0968524,72.6568467,national
Clothing,18.631502,76.9330317,bottom-line
Outdoors,13.8286825,73.850737,analyzer
Food,16.4140701,75.6400394,disintermediate
Medicines,15.3686976,74.1042883,array
Medicines,14.0290354,72.6354822,fresh-thinking
Music,15.0503632,76.5861199,hybrid
Outdoors,14.0390869,72.5049509,array
Clothing,16.6553295,72.0694117,matrices
Medicines,17.2986132,74.3722253,Ergonomic
Food,13.701986699999999,76.0602685,Persistent
Sports,18.5744574,76.7286385,core
Home,13.5907145,75.0354837,Function-based
Food,15.3074728,74.4766764,well-modulated
Clothing,17.9196061,74.4739588,Automated
Tools,15.783377,74.4721122,optimizing
Sports,15.7703675,76.3486427,complexity
Water,15.2086684,75.9347547,methodical
Food,16.7799577,74.55453,Distributed
Music,16.0962053,74.4057285,Distributed
Appliances,15.954949599999999,75.8711534,installation
Food,15.2148417,76.1806189,Business-focused
Grocery,14.2106954,76.9756962,instruction set
Sports,14.6633483,74.9858047,multi-tasking
Water,17.0380359,74.4020131,4th generation
Garden,14.40976,74.6112344,pricing structure
Clothing,16.156971,75.8984367,methodology
Water,16.8006093,72.9400087,secondary
Grocery,18.6308156,75.4575494,uniform
Others,16.5018121,74.1985341,Centralized
Medicines,13.3151929,74.997418,Intuitive
Food,15.3557224,75.7841277,approach
Clothing,16.1844233,72.1275477,client-server
Home,18.3647991,75.5009987,Vision-oriented
Medicines,14.9795481,74.5175707,archive
Tools,17.6864576,72.6261025,architecture
Medicines,16.9489212,76.5992913,portal
Sports,16.8312451,75.2249738,Implemented
Home,17.5425206,74.2715348,definition
Medicines,15.7528841,75.0804131,dynamic
Medicines,18.4690484,76.0072348,Versatile
Others,17.8031594,76.8042921,Innovative
Others,17.9345979,72.2073213,Triple-buffered
Clothing,15.6194916,76.7197051,intermediate
Outdoors,14.4175047,72.9482928,synergy
Medicines,18.0670831,76.14912,didactic
Home,17.5682667,73.0355996,system engine
Water,17.761374,76.8219989,workforce
Grocery,16.218207,72.7369818,website
Tools,17.4083851,73.6099663,artificial intelligence
Music,14.6261237,73.2222902,superstructure
Others,17.4419746,75.2734785,eco-centric
Outdoors,16.3143205,75.0292956,emulation
Medicines,17.8607842,73.6027345,forecast
Medicines,17.2476045,76.5991657,orchestration
Garden,16.8420228,73.7382304,protocol
Appliances,17.1250918,73.7011344,3rd generation
Water,18.6422795,72.0917445,web-enabled
Music,15.3622582,74.591643,Graphic Interface
Water,17.2987893,72.206223,contingency
Clothing,15.149936,73.8018988,framework
Clothing,15.9563308,75.4003495,focus group
Food,16.6700187,72.7483943,Enhanced
Sports,17.4217303,74.8560319,Polarised
Food,13.4176838,72.9556011,web-enabled
Medicines,15.9923846,76.4649744,intranet
Grocery,15.6565594,76.9267343,real-time
Food,14.7049043,75.2576039,De-engineered
Sports,18.9913808,75.9750193,hybrid
Medicines,17.5996351,73.1465414,paradigm
Outdoors,16.8040212,72.50633,Balanced
Water,13.1341386,74.0205246,capability
Others,13.6147563,74.637119,Centralized
Music,15.7129244,74.637665,groupware
Tools,16.9245889,72.9899401,Synergized
Medicines,16.277969,72.8029551,firmware
Clothing,16.6306649,76.5186932,analyzer
Outdoors,14.7364139,76.6030214,intermediate
Grocery,15.6034234,75.0980323,standardization
Water,15.0159078,73.5277226,Programmable
Home,17.0307118,76.544405,open system
Sports,16.4350278,75.9748008,system-worthy
Clothing,13.4205989,75.2082134,website
Outdoors,18.1518973,73.387506,Quality-focused
Others,17.7534616,74.130253,neural-net
Home,17.8600523,76.4551761,responsive
Tools,15.6380677,72.9126498,Triple-buffered
Clothing,15.7471466,73.9587678,clear-thinking
Food,15.6634619,73.9593297,Assimilated
Clothing,15.2322586,72.330019,client-server
Tools,16.8806024,74.2206121,24 hour
Tools,17.0153325,72.1296863,open architecture
Appliances,14.1526414,73.811404,optimal
Water,15.5958315,72.7807603,system-worthy
Clothing,18.0595685,72.9660127,logistical
Medicines,14.6964531,72.8845435,superstructure
Grocery,17.1802657,74.1802185,real-time
Food,13.8417335,75.3378097,frame
Others,13.0142981,75.7151302,archive
Water,18.0170128,75.5374636,migration
Music,16.6268662,73.0722147,mission-critical
Medicines,16.6636495,75.3866166,moderator
Medicines,16.2444791,75.152391,upward-trending
Others,13.3224359,76.9410372,foreground
Clothing,13.7062894,76.1238619,client-driven
Medicines,18.0503989,74.156321,Pre-emptive
Garden,16.346132,74.3211837,collaboration
Water,16.8387181,72.2138451,systemic
Garden,13.9458721,73.9964873,heuristic
Clothing,14.2315163,72.6639808,Progressive
Clothing,14.3029929,72.4255417,Organized
Others,16.7856085,75.7369541,emulation
Clothing,17.6157921,73.6810445,mission-critical
Food,14.4660982,74.1312569,systematic
Appliances,15.6038998,73.4774594,Realigned
Medicines,18.6545759,74.7807002,Cross-group
Medicines,16.0414862,76.9852832,Mandatory
Medicines,16.8782448,75.5387266,access
Garden,15.9112302,72.7838599,firmware
Food,13.7405814,74.8967856,Multi-tiered
Grocery,16.9899267,73.4968364,Intuitive
Tools,15.270263,73.2782211,eco-centric
Water,16.6631399,72.5025911,Upgradable
Appliances,14.6880797,74.052926,alliance
Water,18.8936614,75.0932609,toolset
Medicines,16.6846109,73.9528782,analyzing
Food,16.4466287,76.9434664,intangible
Food,16.4256073,73.2814292,regional
Grocery,18.3481596,74.0524371,contingency
Grocery,15.3936608,72.4908527,collaboration
Appliances,13.6014731,73.7738496,Cross-group
Outdoors,17.6321113,72.3516018,support
Medicines,15.1720909,76.8167219,Cloned
Sports,14.1895427,73.1252028,interactive
Tools,13.6083022,73.2026588,content-based
Water,16.2982618,73.1990489,function
Others,16.691508,76.6670484,Decentralized
Medicines,14.1702115,75.0597445,intermediate
Clothing,17.8448764,74.601282,Cross-group
Medicines,16.9463809,73.3446513,solution
Appliances,13.9636975,73.1725953,neural-net
Medicines,18.3737724,74.5697992,circuit
Outdoors,16.9514319,76.2486696,monitoring
Home,15.1874695,75.2565788,Business-focused
Food,18.3099281,74.289788,intranet
Outdoors,16.7513555,75.4592971,alliance
Food,14.5729044,74.2931219,implementation
Grocery,16.0543375,73.4852233,definition
Home,14.3330111,74.0419895,matrices
Home,14.6302885,76.9899158,heuristic
Clothing,13.0803797,72.9570758,Face to face
Outdoors,18.193895,75.613401,projection
Water,15.5132409,72.5225433,neutral
Garden,17.0630985,72.3919616,ability
Medicines,13.8393073,73.5603045,exuding
Grocery,14.7095347,75.3378904,Cloned
Water,16.9493102,72.0658572,tertiary
Water,14.0283364,73.6375288,De-engineered
Clothing,16.8726605,76.6888469,Cross-platform
Clothing,13.843974,74.3923367,exuding
Food,13.6203253,75.4945408,throughput
Clothing,16.7089058,72.2908874,24 hour
Appliances,17.9484292,73.9965555,Cloned
Medicines,15.2389977,76.7987982,responsive
Sports,17.7568831,75.7441828,zero administration
Tools,15.6929097,75.0496821,Advanced
Outdoors,18.0409913,74.1708667,array
Music,15.4477237,73.844032,neutral
Medicines,17.1516798,74.8673254,even-keeled
Water,17.0838904,72.1910333,grid-enabled
Sports,13.9563219,74.453617,flexibility
Medicines,18.8703298,76.1669436,standardization
Outdoors,14.199875,73.0323351,Devolved
Others,14.26259,74.0928071,structure
Garden,18.3936209,74.4885074,global
Food,16.0511049,73.7399914,bifurcated
Appliances,14.1956393,73.3235229,context-sensitive
Water,15.5894565,76.4623252,Implemented
Outdoors,13.1440632,72.4762946,local area network
Clothing,18.3981035,73.5794239,policy
Outdoors,17.1798671,72.7804039,Operative
Music,14.960302800000001,74.6063724,clear-thinking
Others,15.4452569,75.7792741,Exclusive
Water,15.0857966,72.4694343,intangible
Food,16.8403006,74.3220481,migration
Medicines,16.7458184,74.943912,Enhanced
Sports,13.1281611,75.4021712,Synchronised
Appliances,13.4080703,75.5177168,4th generation
Others,13.1750462,72.4097374,Multi-layered
Water,13.9273192,75.6952046,tertiary
Water,18.0286746,75.1973572,zero administration
Outdoors,18.7784309,74.8876623,parallelism
Music,13.2761038,73.6387539,Profit-focused
Medicines,16.748897200000002,73.3836085,Upgradable
Garden,14.3244036,75.0689798,middleware
Medicines,14.2988402,75.540568,Pre-emptive
Appliances,13.5180264,72.1430302,Proactive
Outdoors,13.0684631,72.8009404,Re-contextualized
Clothing,14.8366122,74.8924595,incremental
Clothing,16.294349,76.4842584,upward-trending
Clothing,15.430638,74.9076918,client-server
Clothing,17.0512844,76.0783404,leverage
Others,15.7417954,76.3879569,neural-net
Garden,16.8598441,74.8927712,Upgradable
Appliances,16.2066329,73.4054384,logistical
Outdoors,18.1919872,76.5338896,Inverse
Food,15.2225579,73.9673225,installation
Medicines,18.4281653,75.8710793,definition
Appliances,18.6085772,73.2944867,Synergized
Food,16.3989706,73.1329467,system-worthy
Clothing,17.9674458,75.2348963,productivity
Medicines,14.7780031,74.8037778,service-desk
Appliances,14.3520309,72.3608822,contingency
Clothing,18.9845954,73.0930572,task-force
Outdoors,18.9567613,73.001179,intermediate
Water,14.6322058,75.8169686,service-desk
Medicines,14.1247185,72.7703734,algorithm
Clothing,17.8970389,76.9289071,standardization
Sports,15.2482816,72.3463886,Business-focused
Medicines,14.257816,73.8560722,Optimized
Medicines,17.1528899,73.2886891,cohesive
Food,18.820305,76.6250689,Proactive
Medicines,14.8956901,74.8987351,national
Water,13.0216742,75.5119001,Face to face
Sports,17.3604874,76.7270082,Customizable
Medicines,14.1958539,73.7144022,Managed
Music,16.6652557,74.1187746,national
Tools,13.4310131,72.1829825,4th generation
